DTTimesetBasicSheet,version=2.3:platform=Jaguar:toprow=-1:leftcol=-1:rightcol=-1	Time Sets (Basic)																	
																		
	Timing Mode:	Dual		Master Timeset Name:														
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_I2CM1_SDA		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_I2CM2_SCL		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_I2CM2_SDA		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_I2CM3_SCL		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_I2CM3_SDA		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_I2S0_BCLK		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_I2S0_DIN		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_I2S0_DOUT		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_I2S0_LRCK		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_I2S0_MCK		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_I2S1_BCLK		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_I2S1_DIN		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_I2S1_DOUT		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_I2S1_LRCK		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_I2S1_MCK		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SCM_IO0		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SCM_IO10		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SCM_IO11		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SCM_IO12		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SCM_IO13		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SCM_IO14		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SCM_IO15		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SCM_IO1		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SCM_IO2		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SCM_IO3		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SCM_IO4		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SCM_IO5		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SCM_IO6		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SCM_IO7		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SCM_IO8		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SCM_IO9		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SPI0_MISO		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SPI0_MOSI		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SPI0_SCLK		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SPI1_MISO		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SPI1_MOSI		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SPI1_SCLK		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SPMI0_SCLK		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SPMI0_SDATA		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SPMI1_SCLK		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_SPMI1_SDATA		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_UART2_RXD		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	AOP_UART2_TXD		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	BOARD_ID0		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	BOARD_ID1		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	BOARD_ID2		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	BOARD_ID3		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	BOARD_ID4		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	CFSB		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	CFSB_AON		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	CFSB_XTAL		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	COLD_RESETN		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DDR0_RETN		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DDR0_SYS_ALIVE		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DDR1_RETN		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DDR1_SYS_ALIVE		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DDR2_RETN		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DDR2_SYS_ALIVE		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DDR3_RETN		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DDR3_SYS_ALIVE		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DFU_STATUS		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DISP_EXT_HPD		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DISP_HPD		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DISP_I2C_SCL		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DISP_I2C_SDA		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DISP_LINK_PWR_DWN		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DISP_POL		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DISP_TE		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DISP_TOUCH_BSYNC0		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DISP_TOUCH_BSYNC1		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DISP_TOUCH_EB		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DSG_BSYNC0		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DSG_BSYNC1		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DSG_EB		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DSG_PROXBOLED		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	DWI_DO		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	FORCE_DFU		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	FPWM0		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	FPWM1		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO0		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO10		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO11		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO12		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO13		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO14		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO15		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO16		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO17		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO18		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO19		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO1		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO20		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO21		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO22		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO23		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO24		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO25		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO2		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO3		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO4		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO5		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO6		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO7		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO8		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GPIO9		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GP_PCIE_CLKREQ0_L		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GP_PCIE_CLKREQ1_L		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GP_PCIE_CLKREQ2_L		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GP_PCIE_PERST0_L		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GP_PCIE_PERST1_L		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	GP_PCIE_PERST2_L		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	HOLD_RESET		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	I2C0_SCL		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	I2C0_SDA		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	I2C1_SCL		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	I2C1_SDA		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	I2C2_SCL		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	I2C2_SDA		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	I2C3_SCL		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	I2C3_SDA		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	I2C4_SCL		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	I2C4_SDA		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	I2S0_BCLK		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	I2S0_DIN		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	I2S0_DOUT		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	I2S0_LRCK		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	I2S0_MCK		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	ISP_GPIO_0		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	ISP_GPIO_1		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	ISP_GPIO_2		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	ISP_GPIO_3		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	ISP_I2C0_SCL		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	ISP_I2C0_SDA		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	ISP_I2C1_SCL		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	ISP_I2C1_SDA		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	ISP_SPMI0_SCLK		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	ISP_SPMI0_SDATA		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	JTAG_SEL		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	JTAG_TCK		i/o	PAT	RL	0	=0.2/_ShiftIn_Freq_VAR	=0.7/_ShiftIn_Freq_VAR		Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	JTAG_TDI		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	JTAG_TDO		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	JTAG_TMS		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	JTAG_TRSTN		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	KIS_DFU_SELECT		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	KIS_TO_PMU_REQUEST_DFU		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	KIS_TO_PMU_RESET		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	MIC_DISABLE_L		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	MIC_DISABLE_WARN_L		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	MTP_FUNC0		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	MTP_FUNC1		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	MTP_FUNC2		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	MTP_FUNC3		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	MTP_FUNC4		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	MTP_I2C0_SCL		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	MTP_I2C0_SDA		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	MTP_SPI0_MISO		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	MTP_SPI0_MOSI		i/o	PAT	RL	0	=0.2/_ShiftIn_Freq_VAR	=0.7/_ShiftIn_Freq_VAR		Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	MTP_SPI0_SCLK		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	NAND_SYS_CLK		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	NUB_CLK_OUT0		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	NUB_CLK_OUT1		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	NUB_DBGWRAP_TEST		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	NUB_DOCK_CONNECT		i/o	PAT	NR	0	0			Off				Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	NUB_SCM_IO0		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	NUB_SCM_IO10		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	NUB_SCM_IO11		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	NUB_SCM_IO12		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	NUB_SCM_IO13		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	NUB_SCM_IO14		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	NUB_SCM_IO15		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	NUB_SCM_IO1		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	NUB_SCM_IO2		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
	TSETSHIFT	=1/_ShiftIn_Freq_VAR	NUB_SCM_IO3		i/o	PAT	NR	0	0		0	Edge	=0.1/_ShiftIn_Freq_VAR			Auto		
