index	block	reg address	reg link	reg name	field name	field width	field offset	field position	field access	field formula	isdeterministic	type	istestmode	isotp	otpowner	otpkey	readback value	hw reset value	comments	
1390	BUCB_VR2	0X566F	html	BUCB_VR2_CONFIG_CTRL_1_CONFIG_WCOMP1_PWM_REG	CONFIG_WCOMP1_GAIN_PWM	1	7	7	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1391	BUCB_VR2	0X5670	html	BUCB_VR2_CONFIG_CTRL_1_CONFIG_WCOMP2_REG	CONFIG_WCOMP2	5	0	4:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0XD	
1392	BUCB_VR2	0X5670	html	BUCB_VR2_CONFIG_CTRL_1_CONFIG_WCOMP2_REG	CONFIG_WCOMP_SPARE	2	5	6:5	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1393	BUCB_VR2	0X5680	html	BUCB_VR2_CONFIG_CTRL_2_MODE_1_REG	MODE_CC	1	0	0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1394	BUCB_VR2	0X5680	html	BUCB_VR2_CONFIG_CTRL_2_MODE_1_REG	MODE_DCM	1	1	1	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
1395	BUCB_VR2	0X5680	html	BUCB_VR2_CONFIG_CTRL_2_MODE_1_REG	EN_REQUEST_CCM	1	2	2	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
1396	BUCB_VR2	0X5680	html	BUCB_VR2_CONFIG_CTRL_2_MODE_1_REG	EN_REQUEST_SINGLE_PHASE	1	3	3	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1397	BUCB_VR2	0X5680	html	BUCB_VR2_CONFIG_CTRL_2_MODE_1_REG	SEL_PH_GRP	2	4	5:4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X2	
1398	BUCB_VR2	0X5680	html	BUCB_VR2_CONFIG_CTRL_2_MODE_1_REG	FORCE_OFF_PH_GRP_MED	1	6	6	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
1399	BUCB_VR2	0X5680	html	BUCB_VR2_CONFIG_CTRL_2_MODE_1_REG	FORCE_OFF_PH_GRP_HI	1	7	7	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
1400	BUCB_VR2	0X5681	html	BUCB_VR2_CONFIG_CTRL_2_MODE_2_REG	ALLOW_AUTO_PFM	2	0	1:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X3	
1401	BUCB_VR2	0X5681	html	BUCB_VR2_CONFIG_CTRL_2_MODE_2_REG	FORCE_OFF_PH_GRP_MED_RAMP	1	2	2	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
1402	BUCB_VR2	0X5681	html	BUCB_VR2_CONFIG_CTRL_2_MODE_2_REG	FORCE_OFF_PH_GRP_HI_RAMP	1	3	3	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
1403	BUCB_VR2	0X5681	html	BUCB_VR2_CONFIG_CTRL_2_MODE_2_REG	AUTO_CCM2DCM_EN	1	4	4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1404	BUCB_VR2	0X5681	html	BUCB_VR2_CONFIG_CTRL_2_MODE_2_REG	AUTO_PWM2PFM_STYLE	1	5	5	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1405	BUCB_VR2	0X5681	html	BUCB_VR2_CONFIG_CTRL_2_MODE_2_REG	DIS_DCM_BUBO_BOOST	1	6	6	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
1406	BUCB_VR2	0X5681	html	BUCB_VR2_CONFIG_CTRL_2_MODE_2_REG	AUTO_PFM_UNDERSHOOT_EN	1	7	7	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1407	BUCB_VR2	0X5682	html	BUCB_VR2_CONFIG_CTRL_2_MODE_3_REG	FORCE_CCM_MED	1	0	0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1408	BUCB_VR2	0X5682	html	BUCB_VR2_CONFIG_CTRL_2_MODE_3_REG	FORCE_CCM_HI	1	1	1	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1409	BUCB_VR2	0X5682	html	BUCB_VR2_CONFIG_CTRL_2_MODE_3_REG	FORCE_CCM_HPPWM	1	2	2	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1410	BUCB_VR2	0X5682	html	BUCB_VR2_CONFIG_CTRL_2_MODE_3_REG	MODE_SPFM_STARTUP	1	3	3	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1411	BUCB_VR2	0X5682	html	BUCB_VR2_CONFIG_CTRL_2_MODE_3_REG	HCC_EN	1	4	4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1412	BUCB_VR2	0X5683	html	BUCB_VR2_CONFIG_CTRL_2_SEQUENCER_1_REG	WAIT_SAMPLE	3	0	2:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
1413	BUCB_VR2	0X5683	html	BUCB_VR2_CONFIG_CTRL_2_SEQUENCER_1_REG	WAIT_RESAMPLE	3	4	6:4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X3	
1414	BUCB_VR2	0X5684	html	BUCB_VR2_CONFIG_CTRL_2_SEQUENCER_2_REG	WAIT_IDLE	5	0	4:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X9	
1415	BUCB_VR2	0X5685	html	BUCB_VR2_CONFIG_CTRL_2_SEQUENCER_3_REG	DP_WAIT_IDLE	5	0	4:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X6	
1416	BUCB_VR2	0X5686	html	BUCB_VR2_CONFIG_CTRL_2_SEQUENCER_4_REG	PRESET_CYCLES	3	0	2:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
1417	BUCB_VR2	0X5686	html	BUCB_VR2_CONFIG_CTRL_2_SEQUENCER_4_REG	SAMPLES_PER_CONTROL	2	4	5:4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
1418	BUCB_VR2	0X5686	html	BUCB_VR2_CONFIG_CTRL_2_SEQUENCER_4_REG	DP_SAMPLES_PER_CONTROL	2	6	7:6	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1419	BUCB_VR2	0X5687	html	BUCB_VR2_CONFIG_CTRL_2_SEQUENCER_5_REG	WAIT_COMPENSATION	4	0	3:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X2	
1420	BUCB_VR2	0X5687	html	BUCB_VR2_CONFIG_CTRL_2_SEQUENCER_5_REG	PCNT	3	4	6:4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1421	BUCB_VR2	0X5688	html	BUCB_VR2_CONFIG_CTRL_2_SEQUENCER_6_REG	SYNC_CNT	6	0	5:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X15	
1422	BUCB_VR2	0X5688	html	BUCB_VR2_CONFIG_CTRL_2_SEQUENCER_6_REG	PH_SYNC_EN	1	6	6	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
1423	BUCB_VR2	0X5688	html	BUCB_VR2_CONFIG_CTRL_2_SEQUENCER_6_REG	SYNC_SOURCE_SEL	1	7	7	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1424	BUCB_VR2	0X5689	html	BUCB_VR2_CONFIG_CTRL_2_AUTO_MODE_1_REG	AUTO_PH_SWITCHING_LOW_MED	6	0	5:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X5	
1425	BUCB_VR2	0X5689	html	BUCB_VR2_CONFIG_CTRL_2_AUTO_MODE_1_REG	EN_FAST_DOUBLE_PH	1	6	6	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
1426	BUCB_VR2	0X5689	html	BUCB_VR2_CONFIG_CTRL_2_AUTO_MODE_1_REG	AUTO_PH_SWITCHING_EN	1	7	7	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1427	BUCB_VR2	0X568A	html	BUCB_VR2_CONFIG_CTRL_2_AUTO_MODE_2_REG	AUTO_PH_SWITCHING_MED_HIGH	6	0	5:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X9	
1428	BUCB_VR2	0X568A	html	BUCB_VR2_CONFIG_CTRL_2_AUTO_MODE_2_REG	EN_HPPWM_MED	1	6	6	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
1429	BUCB_VR2	0X568A	html	BUCB_VR2_CONFIG_CTRL_2_AUTO_MODE_2_REG	EN_HPPWM_HI	1	7	7	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
1430	BUCB_VR2	0X568B	html	BUCB_VR2_CONFIG_CTRL_2_AUTO_MODE_3_REG	AUTO_PH_SWITCHING_HYST	6	0	5:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X5	
1431	BUCB_VR2	0X568B	html	BUCB_VR2_CONFIG_CTRL_2_AUTO_MODE_3_REG	PHASE_SW_CURR_SRC	1	6	6	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1432	BUCB_VR2	0X568B	html	BUCB_VR2_CONFIG_CTRL_2_AUTO_MODE_3_REG	ACTIVATE_PHASE_4_RAMP_DOWN	1	7	7	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1433	BUCB_VR2	0X568C	html	BUCB_VR2_CONFIG_CTRL_2_AUTO_MODE_4_REG	AUTO_PWM2PFM_TH	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1F	
1434	BUCB_VR2	0X568D	html	BUCB_VR2_CONFIG_CTRL_2_AUTO_MODE_5_REG	CONFIG_DEBOUNCE_PWM2PFM	3	0	2:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X4	
1435	BUCB_VR2	0X568D	html	BUCB_VR2_CONFIG_CTRL_2_AUTO_MODE_5_REG	CONFIG_DEBOUNCE_PH_SW	3	4	6:4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X4	
1436	BUCB_VR2	0X568E	html	BUCB_VR2_CONFIG_CTRL_2_CONFIG_AUTO_SEG_REG	SEG_CURRENT_TH	4	0	3:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0XC	
1437	BUCB_VR2	0X568E	html	BUCB_VR2_CONFIG_CTRL_2_CONFIG_AUTO_SEG_REG	SEG_BYPASS	1	4	4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1438	BUCB_VR2	0X568F	html	BUCB_VR2_CONFIG_CTRL_2_CURMON_COLL_1_REG	ISENSE_ALPHA	3	0	2:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X4	
1439	BUCB_VR2	0X568F	html	BUCB_VR2_CONFIG_CTRL_2_CURMON_COLL_1_REG	ISENSE_FORWARD	1	3	3	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
1440	BUCB_VR2	0X568F	html	BUCB_VR2_CONFIG_CTRL_2_CURMON_COLL_1_REG	IOUT_RESOLUTION	1	4	4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1441	BUCB_VR2	0X5690	html	BUCB_VR2_CONFIG_CTRL_2_CURMON_COLL_2_REG	ISENSE_CLK_REQ_THR	5	0	4:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X8	
1442	BUCB_VR2	0X56A0	html	BUCB_VR2_VOUT_TRIM_SETPOINT_OFFSET_CAL_REG	OFFSET_CORR	8	0	7:0	RW	NA	TRUE	TBD	FALSE	TRUE	system	OTP_BUCB_VR2_OFFSET_CORR_85	SOO	0X0	
1443	BUCB_VR2	0X56A1	html	BUCB_VR2_VOUT_TRIM_SETPOINT_GAIN_CAL_REG	GAIN_CORR	8	0	7:0	RW	NA	TRUE	TBD	FALSE	TRUE	system	OTP_BUCB_VR2_GAIN_CORR_86	SOO	0X80	
1444	BUCB_VR2	0X56A2	html	BUCB_VR2_VOUT_TRIM_SETPOINT_OFFSET_CAL_2_REG	OFFSET_CORR_DELTA_PFM	6	0	5:0	WU	NA	TRUE	TBD	FALSE	TRUE	system	OTP_BUCB_VR2_OFFSET_CORR_DELTA_PFM_87	TBD	0X0	
1445	BUCB_VR2	0X56A3	html	BUCB_VR2_VOUT_TRIM_SETPOINT_OFFSET_CAL_3_REG	VSENSE_IDAC_TRIM_HP	4	0	3:0	RW	NA	TRUE	TBD	FALSE	TRUE	system	OTP_BUCB_VR2_VSENSE_IDAC_TRIM_HP_88	SOO	0X8	
1446	BUCB_VR2	0X56A3	html	BUCB_VR2_VOUT_TRIM_SETPOINT_OFFSET_CAL_3_REG	VSENSE_IDAC_TRIM_LP	4	4	7:4	RW	NA	TRUE	TBD	FALSE	TRUE	-	OTP_BUCB_VR2_VSENSE_IDAC_TRIM_LP_88	SOO	0X8	
1447	BUCB_VR2	0X56A4	html	BUCB_VR2_VOUT_TRIM_SETPOINT_OFFSET_CAL_4_REG	OFFSET_CORR_DELTA_SPFM	6	0	5:0	WU	NA	TRUE	TBD	FALSE	TRUE	system	OTP_BUCB_VR2_OFFSET_CORR_DELTA_SPFM_89	TBD	0X0	
1448	BUCB_VR2	0X56A5	html	BUCB_VR2_VOUT_TRIM_VOUT_MAX_H_REG	VOUT_MAX_H	4	0	3:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0XF	
1449	BUCB_VR2	0X56A6	html	BUCB_VR2_VOUT_TRIM_VOUT_MAX_L_REG	VOUT_MAX_L	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0XFF	
1450	BUCB_VR2	0X56C0	html	BUCB_VR2_DEBUG_STATUS_COM_RESET_CONFIG_REG	RESET_CONFIG	3	0	2:0	RU	NA	TRUE	TBD	FALSE	FALSE	NA	NA	TBD	0X0	
1451	BUCB_VR2	0X56C1	html	BUCB_VR2_DEBUG_STATUS_COM_MON6_SIGSEL_REG	MON6_SIGSEL	6	0	5:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1452	BUCB_VR2	0X56C2	html	BUCB_VR2_DEBUG_STATUS_COM_MON5_SIGSEL_REG	MON5_SIGSEL	6	0	5:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1453	BUCB_VR2	0X56C3	html	BUCB_VR2_DEBUG_STATUS_COM_MON4_SIGSEL_REG	MON4_SIGSEL	6	0	5:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1454	BUCB_VR2	0X56C4	html	BUCB_VR2_DEBUG_STATUS_COM_MON3_SIGSEL_REG	MON3_SIGSEL	6	0	5:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1455	BUCB_VR2	0X56C5	html	BUCB_VR2_DEBUG_STATUS_COM_MON2_SIGSEL_REG	MON2_SIGSEL	6	0	5:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1456	BUCB_VR2	0X56C6	html	BUCB_VR2_DEBUG_STATUS_COM_MON1_SIGSEL_REG	MON1_SIGSEL	6	0	5:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1457	BUCB_VR2	0X56C7	html	BUCB_VR2_DEBUG_STATUS_COM_MON0_SIGSEL_REG	MON0_SIGSEL	6	0	5:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1458	BUCB_VR2	0X56C8	html	BUCB_VR2_DEBUG_STATUS_COM_MONMUX_READ_REG	MONMUX_READ	7	0	6:0	RU	NA	TRUE	TBD	FALSE	FALSE	NA	NA	TBD	0X0	
1459	BUCB_VR2	0X56D0	html	BUCB_VR2_TEST_REGS_CONFIG_VSENSE_BIST_1_REG	START_VSENSE_BIST	1	0	0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1460	BUCB_VR2	0X56D0	html	BUCB_VR2_TEST_REGS_CONFIG_VSENSE_BIST_1_REG	CONFIG_NUM_SAMPLES	3	1	3:1	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1461	BUCB_VR2	0X56D0	html	BUCB_VR2_TEST_REGS_CONFIG_VSENSE_BIST_1_REG	SET_PRESCALER	2	4	5:4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1462	BUCB_VR2	0X56D0	html	BUCB_VR2_TEST_REGS_CONFIG_VSENSE_BIST_1_REG	NBITS_SEL	1	6	6	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
1463	BUCB_VR2	0X56D0	html	BUCB_VR2_TEST_REGS_CONFIG_VSENSE_BIST_1_REG	START_TRIM_PFM_SPFM	1	7	7	WO	NA	TRUE	TBD	FALSE	FALSE	NA	NA	TBD	0X0	
1464	BUCB_VR2	0X56D1	html	BUCB_VR2_TEST_REGS_CONFIG_VSENSE_BIST_2_REG	ADC_DATA_AVG_H	7	0	6:0	RU	NA	TRUE	TBD	FALSE	FALSE	NA	NA	TBD	0X0	
1465	BUCB_VR2	0X56D1	html	BUCB_VR2_TEST_REGS_CONFIG_VSENSE_BIST_2_REG	ADC_DATA_FILTER_VALID	1	7	7	RU	NA	TRUE	TBD	FALSE	FALSE	NA	NA	TBD	0X0	
1466	BUCB_VR2	0X56D2	html	BUCB_VR2_TEST_REGS_CONFIG_VSENSE_BIST_3_REG	ADC_DATA_AVG_L	8	0	7:0	RU	NA	TRUE	TBD	FALSE	FALSE	NA	NA	TBD	0X0	
1467	BUCB_VR2	0X56D3	html	BUCB_VR2_TEST_REGS_CONFIG_VSENSE_BIST_4_REG	ACC_PFM_H	6	0	5:0	WU	NA	TRUE	TBD	FALSE	FALSE	NA	NA	TBD	0X0	
1468	BUCB_VR2	0X56D3	html	BUCB_VR2_TEST_REGS_CONFIG_VSENSE_BIST_4_REG	END_OF_XPFM_TRIM	1	7	7	RU	NA	TRUE	TBD	FALSE	FALSE	NA	NA	TBD	0X0	
1469	BUCB_VR2	0X56D4	html	BUCB_VR2_TEST_REGS_CONFIG_VSENSE_BIST_5_REG	ACC_PFM_L	8	0	7:0	WU	NA	TRUE	TBD	FALSE	FALSE	NA	NA	TBD	0X0	
1470	BUCB_VR2	0X56D5	html	BUCB_VR2_TEST_REGS_CONFIG_VSENSE_BIST_6_REG	ACC_SPFM_H	6	0	5:0	WU	NA	TRUE	TBD	FALSE	FALSE	NA	NA	TBD	0X0	
1471	BUCB_VR2	0X56D6	html	BUCB_VR2_TEST_REGS_CONFIG_VSENSE_BIST_7_REG	ACC_SPFM_L	8	0	7:0	WU	NA	TRUE	TBD	FALSE	FALSE	NA	NA	TBD	0X0	
1472	BUCB_VR2	0X56D7	html	BUCB_VR2_TEST_REGS_TEST_VOUT_H_REG	TEST_VOUT_SEL_H	1	0	0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1473	BUCB_VR2	0X56D7	html	BUCB_VR2_TEST_REGS_TEST_VOUT_H_REG	EN_TEST_VOUT_SEL	1	1	1	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1474	BUCB_VR2	0X56D8	html	BUCB_VR2_TEST_REGS_TEST_VOUT_L_REG	TEST_VOUT_SEL_L	8	0	7:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1475	BUCB_VR2	0X56D9	html	BUCB_VR2_TEST_REGS_TEST_MSEL_RCTRL_REG	TEST_MODE_SEL	4	0	3:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1476	BUCB_VR2	0X56D9	html	BUCB_VR2_TEST_REGS_TEST_MSEL_RCTRL_REG	EN_TEST_MODE_SEL	1	4	4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1477	BUCB_VR2	0X56D9	html	BUCB_VR2_TEST_REGS_TEST_MSEL_RCTRL_REG	TEST_RAMP_CTRL	2	5	6:5	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1478	BUCB_VR2	0X56D9	html	BUCB_VR2_TEST_REGS_TEST_MSEL_RCTRL_REG	EN_TEST_RAMP_CTRL	1	7	7	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1479	BUCB_VR2	0X56DA	html	BUCB_VR2_TEST_REGS_TEST_RESAMPLE_IFACE_REG	TEST_RESAMPLE_IFACE	1	0	0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1480	BUCB_VR2	0X56DA	html	BUCB_VR2_TEST_REGS_TEST_RESAMPLE_IFACE_REG	EN_TEST_RESAMPLE_IFACE	1	1	1	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1481	BUCB_VR2	0X56DA	html	BUCB_VR2_TEST_REGS_TEST_RESAMPLE_IFACE_REG	TEST_FORCE_SAMPLE	1	2	2	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1482	BUCB_VR2	0X56DA	html	BUCB_VR2_TEST_REGS_TEST_RESAMPLE_IFACE_REG	OLD_SYNC_STYLE	1	3	3	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1483	BUCB_VR2	0X56DA	html	BUCB_VR2_TEST_REGS_TEST_RESAMPLE_IFACE_REG	TST_NEED_CLOCK	1	4	4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1484	BUCB_VR2	0X56DB	html	BUCB_VR2_TEST_REGS_TEST_VINMON_REG	TEST_VINMON	6	0	5:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1485	BUCB_VR2	0X56DB	html	BUCB_VR2_TEST_REGS_TEST_VINMON_REG	EN_TEST_VINMON	1	6	6	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1486	BUCB_VR2	0X56DC	html	BUCB_VR2_TEST_REGS_TEST_RESET_REG	TEST_RESET_N	1	0	0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1487	BUCB_VR2	0X56DC	html	BUCB_VR2_TEST_REGS_TEST_RESET_REG	EN_TEST_RESET_N	1	1	1	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1488	BUCB_VR2	0X56DC	html	BUCB_VR2_TEST_REGS_TEST_RESET_REG	TEST_PRE_ENABLE	1	2	2	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1489	BUCB_VR2	0X56DC	html	BUCB_VR2_TEST_REGS_TEST_RESET_REG	EN_TEST_PRE_ENABLE	1	3	3	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1490	BUCB_VR2	0X56DD	html	BUCB_VR2_TEST_REGS_TEST_MISC_REG	TEST_MODE_CCM	1	0	0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1491	BUCB_VR2	0X56DD	html	BUCB_VR2_TEST_REGS_TEST_MISC_REG	EN_TEST_MODE_CCM	1	1	1	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1492	BUCB_PH4	0X5710	html	BUCB_PH4_CONFIG_PHASE_GEN2_VR_GRP_SEL_REG	VR_SEL	3	0	2:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X3	
1493	BUCB_PH4	0X5710	html	BUCB_PH4_CONFIG_PHASE_GEN2_VR_GRP_SEL_REG	PH_GRP	2	4	5:4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1494	BUCB_PH4	0X5710	html	BUCB_PH4_CONFIG_PHASE_GEN2_VR_GRP_SEL_REG	PFM_EN	1	7	7	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
1495	BUCB_PH4	0X5711	html	BUCB_PH4_CONFIG_PHASE_GEN2_MODE_REG	MODE_CC	1	0	0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1496	BUCB_PH4	0X5711	html	BUCB_PH4_CONFIG_PHASE_GEN2_MODE_REG	PH_SYNC_EN	1	1	1	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
1497	BUCB_PH4	0X5711	html	BUCB_PH4_CONFIG_PHASE_GEN2_MODE_REG	MODE_CC_BOOST	1	2	2	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1498	BUCB_PH4	0X5711	html	BUCB_PH4_CONFIG_PHASE_GEN2_MODE_REG	PH_HANDSHAKE_SYNC_EN	1	3	3	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1499	BUCB_PH4	0X5711	html	BUCB_PH4_CONFIG_PHASE_GEN2_MODE_REG	MODE_PFM_ECO	1	4	4	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X0	
1500	BUCB_PH4	0X5711	html	BUCB_PH4_CONFIG_PHASE_GEN2_MODE_REG	SPFM_USE_MINUCL	1	6	6	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
1501	BUCB_PH4	0X5712	html	BUCB_PH4_CONFIG_PHASE_GEN2_CM_CALI_P_REG	CM_CALI_P	6	0	5:0	RW	NA	TRUE	TBD	FALSE	TRUE	system	OTP_BUCB_PH4_CM_CALI_P_90	SOO	0X0	
1502	BUCB_PH4	0X5713	html	BUCB_PH4_CONFIG_PHASE_GEN2_CM_CALI_N_REG	CM_CALI_N	6	0	5:0	RW	NA	TRUE	TBD	FALSE	TRUE	system	OTP_BUCB_PH4_CM_CALI_N_91	SOO	0X0	
1503	BUCB_PH4	0X5714	html	BUCB_PH4_CONFIG_PHASE_GEN2_CM_GAIN_CALI_P_REG	CM_GAIN_CALI_P	8	0	7:0	RW	NA	TRUE	TBD	FALSE	TRUE	system	OTP_BUCB_PH4_CM_GAIN_CALI_P_92	SOO	0X5D	
1504	BUCB_PH4	0X5715	html	BUCB_PH4_CONFIG_PHASE_GEN2_CM_GAIN_CALI_N_REG	CM_GAIN_CALI_N	8	0	7:0	RW	NA	TRUE	TBD	FALSE	TRUE	system	OTP_BUCB_PH4_CM_GAIN_CALI_N_93	SOO	0X5D	
1505	BUCB_PH4	0X5716	html	BUCB_PH4_CONFIG_PHASE_GEN2_PHASE_SYNC_REG	DPWM_CNT_START	6	0	5:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X4	
1506	BUCB_PH4	0X5716	html	BUCB_PH4_CONFIG_PHASE_GEN2_PHASE_SYNC_REG	SYNC_SOURCE_EN	1	7	7	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1	
1507	BUCB_PH4	0X5717	html	BUCB_PH4_CONFIG_PHASE_GEN2_FREQ_TUNE_REG	FREQ_TUNE	6	0	5:0	RW	NA	TRUE	TBD	FALSE	FALSE	NA	NA	SOI	0X1F	
